id,Sleep Duration,Dietary Habits,Financial Stress,Family History of Mental Illness
98347,'5-6 hours',Moderate,1.0,No
98361,'More than 8 hours',Unhealthy,5.0,Yes
98374,'More than 8 hours',Moderate,2.0,No
98381,'Less than 5 hours',Healthy,5.0,Yes
98384,'More than 8 hours',Healthy,5.0,Yes
98387,'More than 8 hours',Moderate,4.0,Yes
98392,'Less than 5 hours',Healthy,2.0,No
98413,'7-8 hours',Moderate,2.0,No
98415,'More than 8 hours',Healthy,4.0,Yes
98429,'More than 8 hours',Moderate,3.0,Yes
98430,'Less than 5 hours',Unhealthy,5.0,Yes
98432,'Less than 5 hours',Moderate,4.0,No
98438,'7-8 hours',Unhealthy,5.0,Yes
98439,'More than 8 hours',Healthy,3.0,Yes
98442,'Less than 5 hours',Healthy,5.0,Yes
98444,'5-6 hours',Moderate,4.0,No
98445,'More than 8 hours',Healthy,5.0,No
98455,'Less than 5 hours',Healthy,4.0,Yes
98459,'Less than 5 hours',Healthy,4.0,Yes
98461,'7-8 hours',Unhealthy,5.0,No
98467,'7-8 hours',Unhealthy,4.0,No
98468,'Less than 5 hours',Moderate,5.0,No
98475,'More than 8 hours',Moderate,1.0,Yes
98487,'Less than 5 hours',Unhealthy,5.0,Yes
98488,'More than 8 hours',Moderate,1.0,No
98492,'More than 8 hours',Unhealthy,1.0,No
98494,'5-6 hours',Healthy,2.0,No
98502,'More than 8 hours',Unhealthy,5.0,No
98522,'More than 8 hours',Moderate,4.0,Yes
98528,'7-8 hours',Moderate,4.0,Yes
98534,'Less than 5 hours',Healthy,3.0,No
98541,'7-8 hours',Unhealthy,4.0,Yes
98543,'Less than 5 hours',Healthy,2.0,Yes
98547,'5-6 hours',Healthy,5.0,No
98557,'Less than 5 hours',Healthy,5.0,No
98565,'Less than 5 hours',Unhealthy,5.0,Yes
98569,'7-8 hours',Unhealthy,5.0,No
98571,'More than 8 hours',Moderate,3.0,Yes
98574,'5-6 hours',Healthy,4.0,No
98576,'7-8 hours',Unhealthy,4.0,Yes
98579,'More than 8 hours',Unhealthy,3.0,No
98584,'Less than 5 hours',Healthy,3.0,No
98592,'5-6 hours',Moderate,4.0,No
98595,'More than 8 hours',Healthy,3.0,No
98614,'7-8 hours',Healthy,3.0,No
98619,'Less than 5 hours',Healthy,1.0,Yes
98621,'5-6 hours',Moderate,2.0,Yes
98630,'Less than 5 hours',Moderate,2.0,Yes
98633,'Less than 5 hours',Healthy,4.0,Yes
98639,'5-6 hours',Unhealthy,4.0,Yes
98642,'Less than 5 hours',Moderate,4.0,Yes
98646,'7-8 hours',Healthy,4.0,Yes
98661,'5-6 hours',Unhealthy,5.0,No
98674,'5-6 hours',Unhealthy,3.0,No
98675,'Less than 5 hours',Moderate,5.0,No
98677,'5-6 hours',Unhealthy,4.0,Yes
98699,'Less than 5 hours',Unhealthy,2.0,No
98700,'More than 8 hours',Healthy,5.0,No
98701,'More than 8 hours',Moderate,5.0,Yes
98709,'More than 8 hours',Unhealthy,2.0,No
98711,'More than 8 hours',Unhealthy,5.0,No
98714,'5-6 hours',Unhealthy,3.0,Yes
98718,'7-8 hours',Unhealthy,4.0,Yes
98720,'More than 8 hours',Moderate,1.0,No
98725,'7-8 hours',Moderate,5.0,No
98726,'Less than 5 hours',Unhealthy,5.0,No
98729,'7-8 hours',Moderate,2.0,Yes
98736,'5-6 hours',Healthy,4.0,Yes
98739,'Less than 5 hours',Healthy,3.0,Yes
98740,'7-8 hours',Unhealthy,3.0,Yes
98747,'More than 8 hours',Unhealthy,1.0,No
98750,'7-8 hours',Healthy,3.0,Yes
98753,'More than 8 hours',Unhealthy,3.0,No
98756,'7-8 hours',Moderate,5.0,Yes
98758,'5-6 hours',Unhealthy,3.0,Yes
98766,'5-6 hours',Moderate,5.0,Yes
98770,'7-8 hours',Moderate,1.0,No
98774,'Less than 5 hours',Moderate,5.0,No
98799,'Less than 5 hours',Unhealthy,1.0,No
98802,'5-6 hours',Healthy,1.0,Yes
98804,'Less than 5 hours',Moderate,5.0,No
98808,'5-6 hours',Unhealthy,1.0,No
98813,'7-8 hours',Healthy,4.0,No
98817,'7-8 hours',Moderate,2.0,No
98824,'Less than 5 hours',Unhealthy,5.0,No
98828,'More than 8 hours',Unhealthy,2.0,Yes
98832,'Less than 5 hours',Moderate,4.0,Yes
98838,'5-6 hours',Moderate,4.0,Yes
98841,'7-8 hours',Unhealthy,5.0,No
98842,'More than 8 hours',Moderate,1.0,Yes
98849,'5-6 hours',Healthy,3.0,No
98859,'Less than 5 hours',Moderate,2.0,No
98861,'Less than 5 hours',Unhealthy,5.0,Yes
98862,'7-8 hours',Healthy,4.0,No
98865,'5-6 hours',Moderate,3.0,Yes
98873,'Less than 5 hours',Unhealthy,1.0,No
98875,'More than 8 hours',Unhealthy,1.0,No
98877,'Less than 5 hours',Moderate,4.0,No
98884,'Less than 5 hours',Healthy,5.0,Yes
98891,'More than 8 hours',Unhealthy,5.0,No
98892,'More than 8 hours',Unhealthy,5.0,No
98895,'7-8 hours',Unhealthy,5.0,No
98903,'More than 8 hours',Unhealthy,5.0,Yes
98908,'More than 8 hours',Unhealthy,4.0,Yes
98927,'7-8 hours',Healthy,1.0,Yes
98935,'Less than 5 hours',Unhealthy,5.0,Yes
98939,'More than 8 hours',Moderate,5.0,No
98940,'Less than 5 hours',Unhealthy,3.0,Yes
98944,'7-8 hours',Unhealthy,4.0,No
98946,'More than 8 hours',Moderate,2.0,No
98948,'Less than 5 hours',Moderate,4.0,No
98951,'Less than 5 hours',Moderate,1.0,Yes
98954,'More than 8 hours',Healthy,3.0,No
98957,'More than 8 hours',Unhealthy,5.0,No
98958,'5-6 hours',Moderate,5.0,Yes
98960,'7-8 hours',Healthy,2.0,No
98967,'More than 8 hours',Healthy,2.0,No
98973,'5-6 hours',Unhealthy,4.0,Yes
98974,'More than 8 hours',Healthy,2.0,No
98979,'7-8 hours',Moderate,2.0,Yes
98987,'5-6 hours',Healthy,1.0,No
98994,'More than 8 hours',Healthy,3.0,Yes
99009,'7-8 hours',Moderate,4.0,No
99018,'More than 8 hours',Healthy,2.0,Yes
99021,'Less than 5 hours',Moderate,5.0,Yes
99029,'5-6 hours',Unhealthy,1.0,No
99035,'Less than 5 hours',Moderate,5.0,No
99039,'More than 8 hours',Healthy,1.0,No
99040,'5-6 hours',Moderate,5.0,No
99053,'Less than 5 hours',Moderate,1.0,No
99082,'More than 8 hours',Unhealthy,3.0,Yes
99084,'5-6 hours',Unhealthy,2.0,No
99090,'More than 8 hours',Unhealthy,3.0,No
99093,'Less than 5 hours',Healthy,5.0,No
99094,'Less than 5 hours',Healthy,1.0,No
99103,'Less than 5 hours',Moderate,4.0,No
99106,'7-8 hours',Healthy,1.0,No
99108,'Less than 5 hours',Moderate,2.0,Yes
99112,'More than 8 hours',Unhealthy,4.0,No
99113,'More than 8 hours',Unhealthy,2.0,Yes
99127,'7-8 hours',Moderate,1.0,Yes
99130,'More than 8 hours',Healthy,3.0,Yes
99139,'5-6 hours',Moderate,1.0,Yes
99141,'5-6 hours',Moderate,3.0,No
99146,'Less than 5 hours',Healthy,1.0,Yes
99155,'5-6 hours',Unhealthy,5.0,Yes
99157,'5-6 hours',Moderate,5.0,Yes
99162,'More than 8 hours',Unhealthy,2.0,Yes
99165,'Less than 5 hours',Healthy,2.0,No
99166,'Less than 5 hours',Unhealthy,4.0,Yes
99171,'More than 8 hours',Moderate,1.0,No
99181,'More than 8 hours',Healthy,5.0,Yes
99182,'Less than 5 hours',Healthy,2.0,Yes
99184,'Less than 5 hours',Healthy,3.0,No
99186,'More than 8 hours',Healthy,4.0,Yes
99187,'More than 8 hours',Moderate,5.0,Yes
99188,'More than 8 hours',Healthy,2.0,Yes
99190,'Less than 5 hours',Unhealthy,3.0,Yes
99193,'More than 8 hours',Unhealthy,3.0,Yes
99239,'5-6 hours',Moderate,5.0,Yes
99242,'5-6 hours',Moderate,1.0,Yes
99245,'Less than 5 hours',Unhealthy,5.0,No
99248,'5-6 hours',Moderate,1.0,Yes
99252,'More than 8 hours',Healthy,4.0,Yes
99257,'Less than 5 hours',Unhealthy,1.0,No
99259,'5-6 hours',Unhealthy,4.0,Yes
99266,'Less than 5 hours',Unhealthy,5.0,No
99269,'5-6 hours',Unhealthy,2.0,Yes
99273,'7-8 hours',Moderate,2.0,No
99278,'Less than 5 hours',Unhealthy,3.0,No
99281,'7-8 hours',Healthy,3.0,Yes
99285,'7-8 hours',Moderate,4.0,Yes
99289,'Less than 5 hours',Healthy,5.0,No
99297,'7-8 hours',Healthy,1.0,No
99300,'5-6 hours',Moderate,5.0,No
99303,'7-8 hours',Healthy,4.0,No
99325,'Less than 5 hours',Unhealthy,4.0,Yes
99327,'More than 8 hours',Unhealthy,5.0,Yes
99330,'Less than 5 hours',Healthy,4.0,Yes
99336,'7-8 hours',Healthy,4.0,Yes
99337,'7-8 hours',Unhealthy,5.0,No
99347,'5-6 hours',Moderate,1.0,Yes
99350,'Less than 5 hours',Moderate,5.0,Yes
99352,'Less than 5 hours',Healthy,5.0,Yes
99356,'Less than 5 hours',Unhealthy,4.0,No
99360,'7-8 hours',Unhealthy,1.0,No
99363,'More than 8 hours',Unhealthy,5.0,Yes
99369,'More than 8 hours',Moderate,3.0,No
99370,'Less than 5 hours',Unhealthy,4.0,Yes
99373,'7-8 hours',Unhealthy,3.0,Yes
99380,'7-8 hours',Healthy,2.0,Yes
99386,'7-8 hours',Moderate,2.0,No
99390,'Less than 5 hours',Moderate,3.0,No
99396,'7-8 hours',Moderate,2.0,No
99403,'7-8 hours',Moderate,4.0,No
99405,'Less than 5 hours',Moderate,3.0,No
99415,'5-6 hours',Moderate,5.0,Yes
99418,'5-6 hours',Healthy,4.0,No
99425,'7-8 hours',Moderate,3.0,Yes
99428,'7-8 hours',Moderate,5.0,No
99433,'7-8 hours',Moderate,1.0,No
99434,'More than 8 hours',Healthy,4.0,Yes
99435,'7-8 hours',Unhealthy,5.0,Yes
99437,'More than 8 hours',Unhealthy,1.0,Yes
99439,'Less than 5 hours',Moderate,4.0,Yes
99445,'7-8 hours',Healthy,2.0,Yes
99449,'More than 8 hours',Unhealthy,5.0,Yes
99450,'More than 8 hours',Moderate,5.0,No
99452,'5-6 hours',Unhealthy,4.0,Yes
99457,'5-6 hours',Moderate,2.0,Yes
99461,'Less than 5 hours',Unhealthy,4.0,No
99463,'7-8 hours',Moderate,4.0,No
99464,'5-6 hours',Unhealthy,5.0,Yes
99477,'Less than 5 hours',Unhealthy,1.0,No
99479,'7-8 hours',Unhealthy,5.0,Yes
99493,'Less than 5 hours',Moderate,5.0,No
99498,'7-8 hours',Unhealthy,5.0,Yes
99503,'7-8 hours',Healthy,4.0,No
99514,'5-6 hours',Unhealthy,5.0,No
99518,'Less than 5 hours',Moderate,1.0,Yes
99539,'More than 8 hours',Moderate,2.0,No
99547,'More than 8 hours',Moderate,1.0,Yes
99552,'7-8 hours',Unhealthy,2.0,Yes
99556,'7-8 hours',Unhealthy,5.0,Yes
99560,'More than 8 hours',Moderate,5.0,No
99561,'5-6 hours',Moderate,4.0,Yes
99566,'7-8 hours',Unhealthy,4.0,Yes
99580,'5-6 hours',Unhealthy,1.0,Yes
99584,'Less than 5 hours',Unhealthy,3.0,Yes
99586,'7-8 hours',Healthy,3.0,No
99589,'Less than 5 hours',Healthy,2.0,Yes
99591,'7-8 hours',Moderate,1.0,Yes
99601,'Less than 5 hours',Unhealthy,2.0,No
99602,'Less than 5 hours',Healthy,1.0,No
99605,'More than 8 hours',Healthy,2.0,Yes
99606,'Less than 5 hours',Healthy,4.0,Yes
99607,'Less than 5 hours',Moderate,3.0,Yes
99612,'More than 8 hours',Unhealthy,5.0,Yes
99619,'7-8 hours',Moderate,1.0,No
99621,'Less than 5 hours',Moderate,3.0,No
99628,'7-8 hours',Moderate,2.0,No
99632,'7-8 hours',Unhealthy,1.0,No
99640,'7-8 hours',Unhealthy,4.0,Yes
99641,'More than 8 hours',Healthy,4.0,Yes
99643,'7-8 hours',Unhealthy,4.0,No
99646,'More than 8 hours',Unhealthy,3.0,No
99648,'Less than 5 hours',Moderate,5.0,Yes
99650,'7-8 hours',Moderate,1.0,Yes
99654,'Less than 5 hours',Moderate,5.0,Yes
99655,'5-6 hours',Unhealthy,3.0,No
99658,'7-8 hours',Moderate,1.0,No
99660,'5-6 hours',Healthy,1.0,No
99666,'More than 8 hours',Unhealthy,4.0,No
99673,'Less than 5 hours',Unhealthy,2.0,No
99677,'7-8 hours',Unhealthy,1.0,No
99694,'Less than 5 hours',Healthy,1.0,No
99703,'5-6 hours',Moderate,1.0,Yes
99704,'5-6 hours',Healthy,1.0,No
99709,'5-6 hours',Healthy,4.0,No
99714,'7-8 hours',Unhealthy,1.0,No
99723,'7-8 hours',Moderate,2.0,Yes
99727,'More than 8 hours',Healthy,5.0,No
99733,'5-6 hours',Unhealthy,1.0,No
99738,'7-8 hours',Unhealthy,3.0,No
99739,'7-8 hours',Healthy,2.0,No
99763,'More than 8 hours',Healthy,3.0,No
99769,'5-6 hours',Healthy,4.0,Yes
99770,'7-8 hours',Moderate,2.0,Yes
99776,'Less than 5 hours',Moderate,3.0,Yes
99779,'More than 8 hours',Unhealthy,4.0,No
99783,'Less than 5 hours',Unhealthy,4.0,No
99785,'Less than 5 hours',Healthy,1.0,No
99797,'5-6 hours',Healthy,1.0,No
99804,'5-6 hours',Unhealthy,4.0,No
99805,'Less than 5 hours',Healthy,3.0,No
99814,'7-8 hours',Healthy,4.0,Yes
99820,'5-6 hours',Moderate,3.0,Yes
99823,'7-8 hours',Moderate,3.0,Yes
99825,'7-8 hours',Moderate,4.0,No
99829,'7-8 hours',Unhealthy,1.0,Yes
99834,'5-6 hours',Moderate,2.0,Yes
99839,'5-6 hours',Moderate,5.0,No
99849,'Less than 5 hours',Unhealthy,3.0,Yes
99866,'Less than 5 hours',Moderate,3.0,Yes
99868,'Less than 5 hours',Moderate,1.0,No
99877,'Less than 5 hours',Healthy,4.0,No
99879,'5-6 hours',Moderate,1.0,Yes
99880,'7-8 hours',Moderate,5.0,Yes
99881,'5-6 hours',Unhealthy,1.0,Yes
99890,'Less than 5 hours',Unhealthy,1.0,No
99892,'7-8 hours',Moderate,4.0,No
99897,'More than 8 hours',Moderate,2.0,No
99903,'7-8 hours',Unhealthy,5.0,No
99905,'Less than 5 hours',Moderate,5.0,Yes
99911,'7-8 hours',Healthy,5.0,No
99912,'Less than 5 hours',Moderate,1.0,No
99915,'More than 8 hours',Moderate,5.0,Yes
99921,'7-8 hours',Unhealthy,2.0,Yes
99924,'Less than 5 hours',Healthy,1.0,No
99927,'7-8 hours',Unhealthy,3.0,No
99942,'5-6 hours',Healthy,3.0,Yes
99954,'5-6 hours',Unhealthy,2.0,No
99968,'5-6 hours',Moderate,5.0,No
99973,'5-6 hours',Moderate,3.0,No
99984,'Less than 5 hours',Moderate,4.0,Yes
99986,'5-6 hours',Healthy,2.0,No
99996,'7-8 hours',Moderate,5.0,No
100003,'Less than 5 hours',Unhealthy,5.0,Yes
100004,'Less than 5 hours',Healthy,5.0,No
100005,'5-6 hours',Healthy,2.0,Yes
100009,'More than 8 hours',Moderate,4.0,No
100010,'More than 8 hours',Unhealthy,1.0,Yes
100012,'7-8 hours',Unhealthy,5.0,No
100014,'Less than 5 hours',Moderate,4.0,No
100017,'5-6 hours',Healthy,1.0,No
100021,'Less than 5 hours',Moderate,1.0,No
100022,'More than 8 hours',Moderate,3.0,No
100033,'Less than 5 hours',Unhealthy,4.0,No
100038,'Less than 5 hours',Healthy,4.0,No
100039,'5-6 hours',Moderate,1.0,Yes
100041,'5-6 hours',Healthy,5.0,Yes
100045,'5-6 hours',Healthy,1.0,Yes
100048,'More than 8 hours',Unhealthy,4.0,Yes
100053,'5-6 hours',Moderate,5.0,Yes
100055,'7-8 hours',Unhealthy,4.0,Yes
100060,'5-6 hours',Unhealthy,4.0,No
100061,'5-6 hours',Moderate,1.0,No
100067,'7-8 hours',Unhealthy,5.0,No
100078,'7-8 hours',Unhealthy,5.0,No
100079,'7-8 hours',Unhealthy,3.0,Yes
100100,'Less than 5 hours',Moderate,5.0,Yes
100108,'5-6 hours',Healthy,5.0,Yes
100113,'5-6 hours',Unhealthy,2.0,Yes
100118,'7-8 hours',Unhealthy,2.0,No
100127,'5-6 hours',Unhealthy,5.0,Yes
100140,'7-8 hours',Moderate,2.0,No
100141,'5-6 hours',Healthy,4.0,No
100145,'Less than 5 hours',Moderate,4.0,No
100147,'5-6 hours',Moderate,3.0,No
100148,'More than 8 hours',Unhealthy,3.0,No
100152,'7-8 hours',Moderate,2.0,No
100165,'Less than 5 hours',Moderate,4.0,No
100169,'5-6 hours',Moderate,4.0,No
100175,'More than 8 hours',Moderate,5.0,Yes
100181,'5-6 hours',Moderate,4.0,Yes
100186,'5-6 hours',Unhealthy,3.0,Yes
100191,'Less than 5 hours',Unhealthy,2.0,Yes
100198,'5-6 hours',Healthy,5.0,Yes
100201,'7-8 hours',Moderate,2.0,Yes
100202,'5-6 hours',Healthy,5.0,No
100212,'7-8 hours',Healthy,2.0,No
100218,'More than 8 hours',Healthy,1.0,No
100221,'7-8 hours',Moderate,1.0,No
100224,'7-8 hours',Moderate,3.0,No
100234,'Less than 5 hours',Healthy,2.0,Yes
100235,'Less than 5 hours',Unhealthy,3.0,No
100238,'5-6 hours',Healthy,4.0,No
100244,'5-6 hours',Moderate,1.0,Yes
100245,'7-8 hours',Moderate,2.0,Yes
100253,'Less than 5 hours',Healthy,1.0,No
100259,'More than 8 hours',Unhealthy,2.0,Yes
100267,'Less than 5 hours',Moderate,3.0,Yes
100270,'Less than 5 hours',Moderate,1.0,No
100271,'Less than 5 hours',Moderate,3.0,No
100273,'7-8 hours',Healthy,3.0,Yes
100280,'5-6 hours',Unhealthy,2.0,Yes
100295,'More than 8 hours',Healthy,3.0,No
100297,'More than 8 hours',Unhealthy,3.0,No
100299,'5-6 hours',Moderate,2.0,Yes
100301,'7-8 hours',Healthy,5.0,No
100309,'7-8 hours',Unhealthy,1.0,Yes
100312,'5-6 hours',Healthy,3.0,No
100357,'Less than 5 hours',Healthy,2.0,Yes
100366,'7-8 hours',Healthy,2.0,Yes
100369,'Less than 5 hours',Moderate,4.0,Yes
100371,'More than 8 hours',Moderate,1.0,Yes
100372,'Less than 5 hours',Unhealthy,4.0,No
100374,'More than 8 hours',Unhealthy,5.0,No
100375,'5-6 hours',Healthy,4.0,No
100376,'7-8 hours',Moderate,4.0,Yes
100382,'More than 8 hours',Healthy,5.0,Yes
100384,'Less than 5 hours',Healthy,5.0,Yes
100389,'Less than 5 hours',Moderate,1.0,Yes
100391,'7-8 hours',Moderate,2.0,Yes
100394,'More than 8 hours',Moderate,2.0,Yes
100397,'7-8 hours',Unhealthy,5.0,Yes
100407,'More than 8 hours',Unhealthy,1.0,Yes
100408,'Less than 5 hours',Unhealthy,5.0,No
100414,'7-8 hours',Healthy,4.0,No
100415,'Less than 5 hours',Healthy,1.0,No
100426,'7-8 hours',Unhealthy,1.0,No
100429,'5-6 hours',Moderate,2.0,Yes
100431,'Less than 5 hours',Healthy,1.0,Yes
100432,'7-8 hours',Unhealthy,2.0,Yes
100439,'7-8 hours',Unhealthy,4.0,No
100440,'7-8 hours',Moderate,4.0,Yes
100441,'7-8 hours',Moderate,4.0,No
100443,'Less than 5 hours',Healthy,5.0,No
100444,'5-6 hours',Moderate,4.0,Yes
100446,'More than 8 hours',Moderate,5.0,No
100449,'5-6 hours',Healthy,4.0,Yes
100454,'Less than 5 hours',Unhealthy,3.0,Yes
100455,'7-8 hours',Unhealthy,5.0,Yes
100460,'More than 8 hours',Moderate,4.0,Yes
100461,'7-8 hours',Unhealthy,1.0,No
100467,'5-6 hours',Unhealthy,2.0,No
100469,'Less than 5 hours',Moderate,5.0,Yes
100470,'More than 8 hours',Unhealthy,5.0,Yes
100477,'7-8 hours',Unhealthy,4.0,Yes
100486,'Less than 5 hours',Moderate,3.0,Yes
100489,'Less than 5 hours',Unhealthy,3.0,Yes
100493,'Less than 5 hours',Moderate,1.0,Yes
100494,'5-6 hours',Healthy,4.0,No
100515,'Less than 5 hours',Moderate,2.0,Yes
100521,'7-8 hours',Unhealthy,5.0,No
100522,'More than 8 hours',Moderate,1.0,No
100530,'7-8 hours',Unhealthy,2.0,No
100537,'5-6 hours',Healthy,4.0,Yes
100539,'7-8 hours',Unhealthy,1.0,No
100549,'5-6 hours',Moderate,5.0,No
100550,'Less than 5 hours',Moderate,2.0,Yes
100555,'5-6 hours',Moderate,4.0,Yes
100558,'Less than 5 hours',Moderate,5.0,No
100565,'Less than 5 hours',Healthy,1.0,Yes
100584,'5-6 hours',Unhealthy,3.0,No
100586,'5-6 hours',Unhealthy,3.0,No
100587,'5-6 hours',Moderate,4.0,No
100599,'More than 8 hours',Moderate,3.0,Yes
100608,'5-6 hours',Unhealthy,4.0,No
100614,'7-8 hours',Unhealthy,2.0,No
100615,'5-6 hours',Moderate,5.0,Yes
100616,'5-6 hours',Healthy,2.0,Yes
100617,'7-8 hours',Moderate,3.0,Yes
100618,'7-8 hours',Moderate,5.0,No
100619,'Less than 5 hours',Unhealthy,5.0,Yes
100621,'5-6 hours',Unhealthy,2.0,No
100622,'5-6 hours',Unhealthy,5.0,Yes
100623,'7-8 hours',Healthy,2.0,No
100627,'7-8 hours',Unhealthy,5.0,Yes
100635,'Less than 5 hours',Moderate,1.0,Yes
100637,'More than 8 hours',Unhealthy,3.0,Yes
100641,'Less than 5 hours',Moderate,3.0,Yes
100647,'Less than 5 hours',Unhealthy,5.0,No
100649,'Less than 5 hours',Unhealthy,1.0,Yes
100659,'Less than 5 hours',Moderate,5.0,Yes
100660,'5-6 hours',Healthy,1.0,No
100674,'Less than 5 hours',Moderate,1.0,Yes
100676,'Less than 5 hours',Unhealthy,4.0,Yes
100684,'7-8 hours',Moderate,5.0,No
100689,'More than 8 hours',Moderate,5.0,No
100702,'7-8 hours',Moderate,3.0,No
100703,'More than 8 hours',Moderate,2.0,No
100704,'More than 8 hours',Unhealthy,4.0,No
100705,'Less than 5 hours',Moderate,2.0,No
100706,'More than 8 hours',Unhealthy,3.0,No
100714,'More than 8 hours',Healthy,2.0,No
100718,'5-6 hours',Unhealthy,4.0,Yes
100723,'5-6 hours',Healthy,4.0,Yes
100732,'7-8 hours',Unhealthy,5.0,Yes
100740,'7-8 hours',Healthy,5.0,No
100741,'7-8 hours',Moderate,1.0,Yes
100750,'7-8 hours',Moderate,2.0,No
100782,'More than 8 hours',Moderate,2.0,No
100783,'More than 8 hours',Moderate,2.0,No
100784,'7-8 hours',Moderate,3.0,Yes
100786,'Less than 5 hours',Unhealthy,4.0,No
100789,'5-6 hours',Unhealthy,1.0,Yes
100794,'7-8 hours',Unhealthy,5.0,Yes
100802,'More than 8 hours',Healthy,4.0,No
100805,'More than 8 hours',Healthy,2.0,No
100806,'5-6 hours',Moderate,3.0,No
100807,'Less than 5 hours',Unhealthy,2.0,Yes
100808,'7-8 hours',Healthy,5.0,No
100811,'Less than 5 hours',Moderate,5.0,Yes
100827,'More than 8 hours',Moderate,3.0,Yes
100832,'7-8 hours',Healthy,3.0,Yes
100835,'More than 8 hours',Unhealthy,2.0,No
100842,'7-8 hours',Healthy,3.0,Yes
100845,'7-8 hours',Healthy,3.0,Yes
100849,'Less than 5 hours',Unhealthy,2.0,No
100850,'More than 8 hours',Healthy,3.0,No
100851,'5-6 hours',Healthy,1.0,Yes
100853,'More than 8 hours',Healthy,2.0,No
100857,'Less than 5 hours',Moderate,1.0,No
100860,'More than 8 hours',Unhealthy,1.0,No
100864,'7-8 hours',Unhealthy,5.0,No
100866,'More than 8 hours',Moderate,1.0,Yes
100871,'5-6 hours',Healthy,3.0,No
100875,'Less than 5 hours',Unhealthy,5.0,No
100884,'Less than 5 hours',Moderate,5.0,No
100886,'7-8 hours',Healthy,3.0,No
100889,'7-8 hours',Healthy,4.0,Yes
100894,'Less than 5 hours',Moderate,4.0,Yes
100897,'More than 8 hours',Moderate,2.0,No
100905,'7-8 hours',Unhealthy,2.0,No
100908,'7-8 hours',Moderate,5.0,No
100909,'7-8 hours',Moderate,2.0,No
100913,'More than 8 hours',Healthy,5.0,Yes
100920,'5-6 hours',Moderate,2.0,No
100925,'More than 8 hours',Unhealthy,2.0,Yes
100932,'More than 8 hours',Unhealthy,1.0,No
100937,'Less than 5 hours',Unhealthy,4.0,No
100940,'More than 8 hours',Unhealthy,2.0,No
100947,'5-6 hours',Unhealthy,3.0,Yes
100949,'7-8 hours',Healthy,4.0,Yes
100952,'5-6 hours',Unhealthy,4.0,No
100955,'Less than 5 hours',Unhealthy,3.0,No
100956,'More than 8 hours',Unhealthy,5.0,Yes
100958,'Less than 5 hours',Healthy,5.0,No
100965,'Less than 5 hours',Moderate,2.0,No
100968,'7-8 hours',Moderate,5.0,Yes
100970,'Less than 5 hours',Moderate,2.0,Yes
100972,'Less than 5 hours',Healthy,1.0,No
100984,'Less than 5 hours',Unhealthy,5.0,No
100987,'More than 8 hours',Moderate,5.0,No
100991,'Less than 5 hours',Healthy,4.0,Yes
100996,'Less than 5 hours',Moderate,4.0,No
100998,'Less than 5 hours',Moderate,3.0,No
101000,'More than 8 hours',Unhealthy,4.0,Yes
101002,'5-6 hours',Unhealthy,4.0,Yes
101003,'5-6 hours',Unhealthy,2.0,Yes
101005,'5-6 hours',Moderate,2.0,No
101013,'7-8 hours',Moderate,2.0,Yes
101015,'5-6 hours',Unhealthy,3.0,No
101018,'More than 8 hours',Unhealthy,4.0,Yes
101021,'More than 8 hours',Unhealthy,4.0,No
101027,'5-6 hours',Unhealthy,4.0,Yes
101028,'Less than 5 hours',Moderate,3.0,No
101032,'Less than 5 hours',Moderate,2.0,No
101053,'Less than 5 hours',Unhealthy,1.0,No
101054,'7-8 hours',Unhealthy,5.0,Yes
101061,'Less than 5 hours',Unhealthy,1.0,No
101063,'More than 8 hours',Unhealthy,1.0,No
101064,'5-6 hours',Healthy,5.0,Yes
101066,'Less than 5 hours',Moderate,5.0,Yes
101093,'Less than 5 hours',Moderate,4.0,No
101094,'7-8 hours',Unhealthy,5.0,Yes
101100,'More than 8 hours',Unhealthy,3.0,Yes
101104,'Less than 5 hours',Unhealthy,4.0,No
101107,'More than 8 hours',Healthy,1.0,No
101117,'More than 8 hours',Moderate,5.0,Yes
101119,'5-6 hours',Unhealthy,3.0,Yes
101120,'Less than 5 hours',Healthy,1.0,Yes
101122,'5-6 hours',Unhealthy,4.0,No
101133,'7-8 hours',Unhealthy,4.0,Yes
101144,'More than 8 hours',Healthy,5.0,Yes
101145,'7-8 hours',Unhealthy,2.0,No
101148,'5-6 hours',Unhealthy,1.0,Yes
101149,'5-6 hours',Healthy,1.0,No
101152,'5-6 hours',Moderate,2.0,Yes
101160,'Less than 5 hours',Unhealthy,1.0,Yes
101164,'7-8 hours',Unhealthy,3.0,No
101169,'More than 8 hours',Healthy,2.0,No
101174,'More than 8 hours',Moderate,3.0,No
101186,'5-6 hours',Moderate,1.0,Yes
101191,'Less than 5 hours',Healthy,2.0,No
101193,'7-8 hours',Unhealthy,4.0,Yes
101198,'Less than 5 hours',Moderate,3.0,No
101199,'More than 8 hours',Healthy,5.0,No
101205,'More than 8 hours',Healthy,5.0,No
101212,'Less than 5 hours',Unhealthy,4.0,Yes
101213,'5-6 hours',Moderate,2.0,Yes
101227,'7-8 hours',Unhealthy,4.0,Yes
101228,'More than 8 hours',Unhealthy,1.0,No
101241,'7-8 hours',Healthy,5.0,Yes
101249,'7-8 hours',Healthy,5.0,No
101252,'More than 8 hours',Unhealthy,2.0,No
101257,'5-6 hours',Healthy,2.0,Yes
101265,'Less than 5 hours',Moderate,5.0,No
